BALANCE_TYPE_NAME,BT_ID,SOURCE_CNT,SOURCE_VAL,DISCARDED_CNT,DISCARDED_VAL,BT-CONDITION,CONDITIONAL_SOURCE_CNT,CONDITIONAL_SOURCE_VAL,CONDITIONAL_DISCARDED_CNT,CONDITIONAL_DISCARDED_VAL,TRACK_EXTRA,DISCARDED_REMARK,BT_UNIT_TYPE,SOURCE_NEGATIVE_BALANCE,DISCARDED_NEGATIVE_BALANCE
General Cash,235,14488609,466441724962,83706,2018299422,235:<:0:!=:334:;,0,0,0,0,,SNA subs balance record ignored-16092;Service class Ignored-22387;Lifecycle lookup mismatch-44927;Balance_Type expired-78;Subscriber relation missing-222;,Cash,0,0
General Cash,235,14488609,466441724962,83706,2018299422,235:>=:0:!=:334:;,16105,2,16105,2,,SNA subs balance record ignored-16092;Service class Ignored-22387;Lifecycle lookup mismatch-44927;Balance_Type expired-78;Subscriber relation missing-222;,Cash,0,0
Promotional Cash,236,223908,111658057,223793,0,236:>=:-99999999:::;,16104,0,16104,0,;1172-115;,SNA subs balance record ignored-16091;Service class Ignored-17;Lifecycle lookup mismatch-2310;Balance_Type match condition failed-205275;Balance_Type expired-100;,Cash,0,0
Tourist Promo Data,1490,10261,23831096,8727,1635520,1490:>=:1:::;,1648,23831096,114,1635520,,Lifecycle lookup mismatch-5;Balance_Type match condition failed-8586;Balance_Type expired-89;Subscriber relation missing-47;,Data,0,0
_pc_ChatNCallOneOff_PC,1764,4595,18029,1888,1787,1764:or:3#4#5#6:::;,2709,16254,2,12,,Periodic Charge is not active-1773;Balance_Type expired-115;,State,0,0
Bad Pin,237,12303669,87775540,12303669,87775540,237:::::;,0,0,0,0,,SNA subs balance record ignored-16092;Balance_Type Ignored-12225550;Service class Ignored-17441;Lifecycle lookup mismatch-44373;Subscriber relation missing-213;,Bad Pin,0,0
NPP DataGL,1450,50939,2205170000,33575,13460000,1450:>=:-99999999:::;,50939,2205170000,33575,13460000,;3017-16972;,Balance_Type match condition failed-33308;Balance_Type expired-267;,Cash,0,0
_pc_ChatNCallCount_PC,1765,5303,22748,2623,6668,1765:or:3#4#5#6:::;,3494,20964,814,4884,,Periodic Charge is not active-1782;Balance_Type match condition failed-811;Balance_Type expired-30;,State,0,0
Tourist Promo Social,1491,802,0,802,0,1491:::::;,802,0,802,0,,Balance_Type Ignored-802;,Data,0,0
Monthly Exp,238,591355,75230275666,584291,35309035,238:>=:1:::;,1,32768,1,32768,,SNA subs balance record ignored-16092;Service class Ignored-214;Lifecycle lookup mismatch-2570;Balance_Type match condition failed-465690;Balance_Type expired-99724;Subscriber relation missing-1;,Cash,0,0
NPP PPU Active,1451,97524,35409,62132,0,1451:>=:1:::;,35392,35409,0,0,,Balance_Type match condition failed-62132;,Units,0,0
Tourist CUG,1492,802,0,802,0,1492:::::;,802,0,802,0,,Balance_Type Ignored-802;,Time,0,0
_pc_LifeStyleRec_PC,1766,80,480,3,18,1766:or:3#4#5#6:::;,80,480,3,18,,Balance_Type match condition failed-3;,State,0,0
Yearly Expenditure,239,14573000,14565424947842,7486642,20317571826,239:>=:1:::;,0,0,0,0,,SNA subs balance record ignored-16091;Service class Ignored-21996;Lifecycle lookup mismatch-44395;Balance_Type match condition failed-7396817;Balance_Type expired-7121;Subscriber relation missing-222;,Cash,0,0
Product Swaps,1452,227173,656174,0,0,1452:>=:0:::;,227173,656174,0,0,,,Units,0,0
Tourist CUG SMS,1493,802,0,802,0,1493:::::;,802,0,802,0,,Balance_Type Ignored-802;,Units,0,0
_pc_LifeStyleGrace_PC,1767,56,219,26,39,1767:or:3#4#5#6#7#8#9:::;,30,180,0,0,;91-30;,Periodic Charge is not active-26;,State,0,0
NPP VoiceBndlDailyLimit,1453,1847,170,1843,166,1453:>=:1:::;,55,170,51,166,,Balance_Type match condition failed-1843;,Units,0,0
Tourist Renewed,1494,371,371,1,1,1494:=:1:::;,371,371,1,1,,Subscriber relation missing-1;,Units,0,0
_pc_LifeStyleRst_PC,1768,10,26,8,14,1768:or:3#4#5#6:::;,2,12,0,0,,Periodic Charge is not active-7;Balance_Type expired-1;,State,0,0
_pc_LifeStyleOneOff_PC,1769,184,530,124,170,1769:or:3#4#5#6:::;,60,360,0,0,,Periodic Charge is not active-115;Balance_Type expired-9;,State,0,0
NPP BB Service Active,1454,346,189,158,0,1454:=:2:::;,1,2,0,0,;4525-1;,Balance_Type match condition failed-158;,Units,0,0
NPP BB Service Active,1454,346,189,158,0,1454:=:1:::;,187,187,0,0,;4525-1;,Balance_Type match condition failed-158;,Units,0,0
NPP Data Social Active,1455,99130,82734,16396,0,1455:=:1:::;,82734,82734,0,0,,Balance_Type match condition failed-16396;,Units,0,0
_pc_TouristSIMExtra_Social_Expiry,1496,2129,8552,930,1358,1496:or:3#4#5#6:=:561:;,1230,7380,31,186,,Periodic Charge is not active-843;Lifecycle lookup mismatch-6;Balance_Type expired-53;Subscriber relation missing-28;,State,0,0
_pc_SmartPhone_4GBInstal12_PC,1100,2403,2403,2403,2403,1100:::::;,0,0,0,0,,Balance_Type lookup failed-2403;,State,0,0
NPP GraceActive,1456,55660,11771,0,0,1456:::::;,55660,11771,0,0,,,Units,0,0
PrjBlueWhiteList,1497,977,977,0,0,1497:>=:1:::;,977,977,0,0,,,Units,0,0
NPP CTDailyAmt,1457,11789,110815000,11342,0,1457:>=:1:::;,447,110815000,0,0,,Balance_Type match condition failed-11342;,Cash,0,0
PrjBlueCounter,1498,714,996,0,0,1498:>=:0:::;,714,996,0,0,,,Units,0,0
_pc_SmartPhone_4GBInstal24_PC,1101,233,233,233,233,1101:::::;,0,0,0,0,,Balance_Type lookup failed-233;,State,0,0
_pc_0020 AED Auto Topup,1102,62404,335459,7805,7865,1102:or:7#8#9:::;,0,0,0,0,,Periodic Charge is not active-7793;Balance_Type expired-11;Subscriber relation missing-1;,State,0,0
_pc_0020 AED Auto Topup,1102,62404,335459,7805,7865,1102:or:3#4#5#6:::;,54611,327666,12,72,,Periodic Charge is not active-7793;Balance_Type expired-11;Subscriber relation missing-1;,State,0,0
_pc_NPP VP-1,1458,238,745,23,21,1458:or:7#8#9:::;,10,76,0,0,;91-10;,Periodic Charge is not active-22;Balance_Type expired-1;,State,0,0
_pc_NPP VP-1,1458,238,745,23,21,1458:or:3#4#5#6:::;,205,648,0,0,;91-10;,Periodic Charge is not active-22;Balance_Type expired-1;,State,0,0
_pc_0040 AED Auto Topup,1103,865,4510,136,136,1103:or:3#4#5#6:::;,729,4374,0,0,,Periodic Charge is not active-136;,State,0,0
_pc_0040 AED Auto Topup,1103,865,4510,136,136,1103:or:7#8#9:::;,0,0,0,0,,Periodic Charge is not active-136;,State,0,0
_pc_NPP VP-2,1459,120,376,9,8,1459:or:7#8#9:::;,4,32,0,0,;91-4;,Periodic Charge is not active-8;Balance_Type expired-1;,State,0,0
_pc_NPP VP-2,1459,120,376,9,8,1459:or:3#4#5#6:::;,107,336,0,0,;91-4;,Periodic Charge is not active-8;Balance_Type expired-1;,State,0,0
WoW 100 Intl promo,1419,9,0,9,0,1419:::::;,9,0,9,0,,Balance_Type Ignored-9;,Cash,0,0
_pc_0060 AED Auto Topup,1104,276,1531,25,25,1104:or:7#8#9:::;,0,0,0,0,,Periodic Charge is not active-25;,State,0,0
_pc_0060 AED Auto Topup,1104,276,1531,25,25,1104:or:3#4#5#6:::;,251,1506,0,0,,Periodic Charge is not active-25;,State,0,0
_pc_0080 AED Auto Topup,1105,74,279,33,33,1105:or:7#8#9:::;,0,0,0,0,,Periodic Charge is not active-33;,State,0,0
_pc_0080 AED Auto Topup,1105,74,279,33,33,1105:or:3#4#5#6:::;,41,246,0,0,,Periodic Charge is not active-33;,State,0,0
_pc_0100 AED Auto Topup,1106,821,2481,489,489,1106:or:7#8#9:::;,0,0,0,0,,Periodic Charge is not active-489;,State,0,0
_pc_0100 AED Auto Topup,1106,821,2481,489,489,1106:or:3#4#5#6:::;,332,1992,0,0,,Periodic Charge is not active-489;,State,0,0
_pc_BB10MegaPack,1189,61,61,61,61,1189:::::;,0,0,0,0,,Balance_Type lookup failed-61;,State,0,0
_pc_0160 AED Auto Topup,1109,2,12,0,0,1109:or:3#4#5#6:::;,2,12,0,0,,,State,0,0
_pc_0160 AED Auto Topup,1109,2,12,0,0,1109:or:7#8#9:::;,0,0,0,0,,,State,0,0
_pc_HardCapCash_300_PC,2450,254,1524,0,0,2450:or:3#4#5#6#7#8#9:::;,254,1524,0,0,,,State,0,0
DisabilityFlag,2492,87,87,0,0,2492:>=:1:::;,87,87,0,0,,,Units,0,0
_pc_HardCapCash_350_PC,2451,28,168,0,0,2451:or:3#4#5#6#7#8#9:::;,28,168,0,0,,,State,0,0
_pc_HardCapCash_400_PC,2452,1,6,0,0,2452:or:3#4#5#6#7#8#9:::;,1,6,0,0,,,State,0,0
_WLC_Service,1060,6944976,89370720,6944976,89370720,1060:::::;,6944976,81808003,6944976,81808003,,Balance_Type Ignored-6944346;Service class Ignored-456;Lifecycle lookup mismatch-106;Subscriber relation missing-68;,State,-267,0
SmartPhoneActive,1020,391,763,391,763,1020:::::;,391,763,391,763,,Balance_Type Ignored-390;Lifecycle lookup mismatch-1;,Units,0,0
Azure_sim_act,2412,27,24,3,0,2412:=:1:::;,24,24,0,0,,Balance_Type expired-3;,Units,0,0
EarlyBirdActive,1021,1,2,1,2,1021:::::;,1,2,1,2,,Balance_Type Ignored-1;,Units,0,0
MegaPackActive,1022,9,0,9,0,1022:::::;,9,0,9,0,,Balance_Type Ignored-9;,Units,0,0
Azure_Rech_Tracker,2414,23942,0,23942,0,2414:>=:1:::;,0,0,0,0,,Balance_Type match condition failed-23942;,Cash,0,0
Azure_bonus_grant,2415,2,0,2,0,2415:>=:1:::;,0,0,0,0,,Balance_Type match condition failed-1;Balance_Type expired-1;,Data,0,0
Data Promotion,1023,1236,0,1236,0,1023:::::;,1236,-115924403,1236,-115924403,,Balance_Type Ignored-1236;,Cash,0,0
MegaPack Eligibility Tracker,1025,46470,297120,46470,297120,1025:::::;,46470,297120,46470,297120,,Balance_Type Ignored-46470;,Units,0,0
_pc_SmartPhone_SamplerPack_PC,1026,2197,2197,2197,2197,1026:::::;,0,0,0,0,,Balance_Type lookup failed-2197;,State,0,0
_pc_SamplerPackNotification_B4Exp_PC,1027,3321,3321,3321,3321,1027:::::;,0,0,0,0,,Balance_Type expired-1;Balance_Type lookup failed-3320;,State,0,0
_pc_MegaPackNotification_B4Exp_PC,1028,36703,36703,36703,36703,1028:::::;,0,0,0,0,,Balance_Type lookup failed-36703;,State,0,0
IDDBundleOffer,3450,6649,2238481700,2129,4285600,3450:>=:1:::;,4544,2238481700,24,4285600,,Balance_Type match condition failed-2049;Balance_Type expired-80;,Time,0,0
IDDBundleOfferCount,3451,7775,7775,112,112,3451:>=:1:::;,7775,7775,112,112,,Balance_Type expired-112;,Units,0,0
Mercury2StateD,3411,2,7,2,7,3411:=:5:::;,0,0,0,0,,NetworkBundle specific BT ignored-1;Balance_Type match condition failed-1;,Units,0,0
Mercury2StateD,3411,2,7,2,7,3411:=:4:::;,0,0,0,0,,NetworkBundle specific BT ignored-1;Balance_Type match condition failed-1;,Units,0,0
Mercury2StateD,3411,2,7,2,7,3411:or:2#3#6#7#8#9#10#11:::;,1,6,1,6,,NetworkBundle specific BT ignored-1;Balance_Type match condition failed-1;,Units,0,0
Mercury2StateD,3411,2,7,2,7,3411:=:1:::;,1,1,1,1,,NetworkBundle specific BT ignored-1;Balance_Type match condition failed-1;,Units,0,0
_pc_OneWayFnFWeekly_PC,3452,4827,28962,0,0,3452:or:7#8#9:::;,0,0,0,0,,,State,0,0
_pc_OneWayFnFWeekly_PC,3452,4827,28962,0,0,3452:or:3#4#5#6:::;,4827,28962,0,0,,,State,0,0
_pc_OneWayFnFMonthly_PC,3453,39001,234001,2,7,3453:or:7#8#9:::;,0,0,0,0,,Periodic Charge is not active-1;Balance_Type expired-1;,State,0,0
_pc_OneWayFnFMonthly_PC,3453,39001,234001,2,7,3453:or:3#4#5#6:::;,39000,234000,1,6,,Periodic Charge is not active-1;Balance_Type expired-1;,State,0,0
_pc_Mercury2Daily_PC,3413,1,6,0,0,3413:or:7#8#9:::;,0,0,0,0,,,State,0,0
_pc_Mercury2Daily_PC,3413,1,6,0,0,3413:or:3#4#5#6:::;,1,6,0,0,,,State,0,0
_pc_OneWayFnFWGrace_PC,3454,4608,20520,4,8,3454:or:3#4#5#6#7#8#9:::;,4605,20517,1,5,;91-4604;,Periodic Charge is not active-3;Balance_Type expired-1;,State,0,0
_pc_OneWayFnFMGrace_PC,3455,6560,29698,3,3,3455:or:3#4#5#6#7#8#9:::;,6557,29695,0,0,;91-6557;,Periodic Charge is not active-3;,State,0,0
_pc_KhaleejiReset,3497,255,281,250,251,3497:or:3#4#5#6:::;,5,30,0,0,,Periodic Charge is not active-250;,State,0,0
_pc_BusHybridCUG1_PC,3498,1,1,1,1,3498:::::;,0,0,0,0,,Balance_Type lookup failed-1;,State,0,0
WiFiBundleData,3419,25967,70289959478,161,453768832,3419:>=:1:::;,25966,70289959478,160,453768832,,Balance_Type match condition failed-1;Balance_Type expired-159;Subscriber relation missing-1;,Data,0,0
_pc_StRechIntMin10WL,975,1,0,1,0,975:::::;,0,0,0,0,,Balance_Type expired-1;,State,0,0
_pc_StRechIntMin30WL,976,1,0,1,0,976:::::;,0,0,0,0,,Balance_Type expired-1;,State,0,0
more credit promo,620,10002,0,10002,0,620:>=:1:::;,0,0,0,0,,Balance_Type match condition failed-10002;,Cash,0,0
PeerCounter,661,3120259,397345,2979573,191188,661:or:1#2#3#4#5#6#7#8#9#10#11#12#13#14#15#16#17#18#19#20#21#22#23#24#25:::;,140718,206245,32,88,;4612-98314;,Service class Ignored-89;Lifecycle lookup mismatch-5;Balance_Type match condition failed-2979443;Balance_Type expired-27;Subscriber relation missing-9;,Units,0,0
_pc_StRechIntMin60WL,977,1,0,1,0,977:::::;,0,0,0,0,,Balance_Type expired-1;,State,0,0
WOWPromoActive,621,14507,31482,6020,0,621:>=:1:::;,8487,31482,0,0,,Balance_Type match condition failed-6020;,Units,0,0
_pc_PAYGD_RenewalNotification_PC,939,18103,48677,18103,48677,939:::::;,18103,48677,18103,48677,,Balance_Type Ignored-18103;,State,0,0
Smart SMS Nat Bundle,395,33318,44009,20491,0,395:>=:-99999999:::;,33318,43995,20491,-14,;2543-16;,Balance_Type match condition failed-20450;Balance_Type expired-39;Subscriber relation missing-2;,Units,0,0
SMS Bonus,355,4167,0,4167,0,355:::::;,4167,0,4167,0,,Balance_Type Ignored-4167;,SMSs,0,0
Smart Nat Bundle,396,55464,39160517794,19013,61770600,396:>=:-99999999:::;,55464,39599094894,19013,61759000,;1088-2634;,Balance_Type match condition failed-18932;Balance_Type expired-78;Subscriber relation missing-3;,Time,0,0
Smart Int Bundle,397,21192,377470700,19236,14200,397:>=:-99999999:::;,21192,377957300,19236,-9200,;1070-784;,Balance_Type match condition failed-19230;Balance_Type expired-6;,Time,0,0
Smart Monthly Usage,398,8742741,1059950011409,6881974,25995977528,398:>=:1:::;,1950652,1059950011409,89885,25995977528,,Service class Ignored-408;Lifecycle lookup mismatch-32;Balance_Type match condition failed-6614451;Balance_Type expired-267054;Subscriber relation missing-29;,Cash,0,0
_pc_DataBndl4GBRec,316,506,1597,18,18,316:or:7#8#9:::;,11,99,0,0,;91-11;,Periodic Charge is not active-18;,State,0,0
_pc_DataBndl4GBRec,316,506,1597,18,18,316:or:3#4#5#6:::;,477,1480,0,0,;91-11;,Periodic Charge is not active-18;,State,0,0
Smart Calls Tracker,399,389,413923,389,413923,399:::::;,389,413923,389,413923,,Balance_Type Ignored-389;,Units,0,0
_pc_BCP2DataTopUp2_PC,1571,12846,74016,613,618,1571:or:7#8#9:::;,0,0,0,0,,Periodic Charge is not active-612;Subscriber relation missing-1;,State,0,0
_pc_BCP2DataTopUp2_PC,1571,12846,74016,613,618,1571:or:3#4#5#6:::;,12234,73404,1,6,,Periodic Charge is not active-612;Subscriber relation missing-1;,State,0,0
_pc_BCP2DataTopUp3_PC,1572,3205,18215,203,203,1572:or:7#8#9:::;,0,0,0,0,,Periodic Charge is not active-203;,State,0,0
_pc_BCP2DataTopUp3_PC,1572,3205,18215,203,203,1572:or:3#4#5#6:::;,3002,18012,0,0,,Periodic Charge is not active-203;,State,0,0
_pc_BCP2DataTopUp4_PC,1573,106,606,6,6,1573:or:3#4#5#6:::;,100,600,0,0,,Periodic Charge is not active-6;,State,0,0
_pc_BCP2DataTopUp4_PC,1573,106,606,6,6,1573:or:7#8#9:::;,0,0,0,0,,Periodic Charge is not active-6;,State,0,0
_pc_BCP2DataTopUp5_PC,1574,2433,8723,1175,1175,1574:or:7#8#9:::;,0,0,0,0,,Periodic Charge is not active-1175;,State,0,0
_pc_BCP2DataTopUp5_PC,1574,2433,8723,1175,1175,1574:or:3#4#5#6:::;,1258,7548,0,0,,Periodic Charge is not active-1175;,State,0,0
_pc_BCP150FLVR_PC,1260,4,14,4,14,1260:::::;,0,0,0,0,,Balance_Type lookup failed-4;,State,0,0
_pc_BCP2DataTopUp6_PC,1575,12,67,1,1,1575:or:3#4#5#6:::;,11,66,0,0,,Periodic Charge is not active-1;,State,0,0
_pc_BCP2DataTopUp6_PC,1575,12,67,1,1,1575:or:7#8#9:::;,0,0,0,0,,Periodic Charge is not active-1;,State,0,0
BBSamoa,1220,1,0,1,0,1220:>=:1:::;,0,0,0,0,,Balance_Type match condition failed-1;,Cash,0,0
MoreDataRechargePromo,1261,2286,0,2286,0,1261:::::;,2286,-155300,2286,-155300,,Balance_Type Ignored-2286;,Time,0,0
_pc_BCP2DataTopUp8_PC,1577,2,2,2,2,1577:or:7#8#9:::;,0,0,0,0,,Periodic Charge is not active-2;,State,0,0
_pc_BCP2DataTopUp8_PC,1577,2,2,2,2,1577:or:3#4#5#6:::;,0,0,0,0,,Periodic Charge is not active-2;,State,0,0
NewIndiaPromo,1263,4668,0,4668,0,1263:>=:1:::;,0,0,0,0,,Balance_Type match condition failed-4668;,Units,0,0
_pc_BCP30FLVR_PC,1578,1,1,1,1,1578:::::;,0,0,0,0,,Balance_Type lookup failed-1;,State,0,0
NewIndiaPromoSubUnsub,1264,1,1,0,0,1264:>=:1:::;,1,1,0,0,,,Units,0,0
_pc_BCP2DataTopUp1_PC,1579,18776,100450,2443,2452,1579:or:3#4#5#6:::;,16335,98010,2,12,,Periodic Charge is not active-2440;Balance_Type expired-1;Subscriber relation missing-2;,State,0,0
_pc_BCP2DataTopUp1_PC,1579,18776,100450,2443,2452,1579:or:7#8#9:::;,0,0,0,0,,Periodic Charge is not active-2440;Balance_Type expired-1;Subscriber relation missing-2;,State,0,0
WOWPromoBalance,1265,439,0,439,0,1265:::::;,439,0,439,0,,Balance_Type Ignored-439;,Cash,0,0
P2PAllowed,1266,6966239,9233761,525,525,1266:>:0:::;,6966233,9233761,525,525,,Service class Ignored-421;Lifecycle lookup mismatch-90;Subscriber relation missing-14;,Units,0,0
P2PAllowed,1266,6966239,9233761,525,525,1266:=:0:::;,5,0,0,0,,Service class Ignored-421;Lifecycle lookup mismatch-90;Subscriber relation missing-14;,Units,0,0
LTE,1267,103042,16726520318924,103042,16726520318924,1267:::::;,103042,16459525281680,103042,16459525281680,,Service class Ignored-12;Balance_Type Ignored-103018;Lifecycle lookup mismatch-7;Subscriber relation missing-5;,Units,0,0
Alpha Offer,1268,2641,4,2637,0,1268:=:1:::;,4,4,0,0,,Balance_Type match condition failed-2637;,Units,0,0
Corporate Plan,1269,62716,61088,1646,18,1269:=:1:::;,61088,61088,18,18,,Lifecycle lookup mismatch-18;Balance_Type match condition failed-1628;,Units,0,0
_pc_C_HardCapBCC100Mins_PC,2570,3,18,0,0,2570:or:7#8#9:::;,0,0,0,0,,,State,0,0
_pc_C_HardCapBCC100Mins_PC,2570,3,18,0,0,2570:or:3#4#5#6:::;,3,18,0,0,,,State,0,0
_pc_C_HardCapBCC300Mins_PC,2571,1,6,0,0,2571:or:3#4#5#6:::;,1,6,0,0,,,State,0,0
_pc_C_HardCapBCC300Mins_PC,2571,1,6,0,0,2571:or:7#8#9:::;,0,0,0,0,,,State,0,0
HardCap NatMin AddOn1,2532,4651,4261135500,8,1218000,2532:>=:-99999999:::;,4651,4261135500,8,1218000,;1048-54;,Balance_Type match condition failed-7;Subscriber relation missing-1;,Time,0,0
_pc_C_HardCapBCC1000Mins_PC,2573,35,210,0,0,2573:or:7#8#9:::;,0,0,0,0,,,State,0,0
_pc_C_HardCapBCC1000Mins_PC,2573,35,210,0,0,2573:or:3#4#5#6:::;,35,210,0,0,,,State,0,0
HardCap NatMin AddOn2,2533,137,371104300,0,0,2533:>=:-99999999:::;,137,371104300,0,0,,,Time,0,0
_pc_C_HardCapNatSMS100_PC,2574,3,18,0,0,2574:or:3#4#5#6:::;,3,18,0,0,,,State,0,0
_pc_C_HardCapNatSMS100_PC,2574,3,18,0,0,2574:or:7#8#9:::;,0,0,0,0,,,State,0,0
_pc_C_HardCapNatSMS300_PC,2575,1,6,0,0,2575:or:7#8#9:::;,0,0,0,0,,,State,0,0
_pc_C_HardCapNatSMS300_PC,2575,1,6,0,0,2575:or:3#4#5#6:::;,1,6,0,0,,,State,0,0
HardCap NatMin AddOn3,2534,3590,5078786500,5,0,2534:>=:-99999999:::;,3590,5078786500,5,0,;1056-2;,Balance_Type match condition failed-5;,Time,0,0
HardCap NatMin AddOn4,2535,4367,4379228000,1,600000,2535:>=:-99999999:::;,4367,4379228000,1,600000,,Subscriber relation missing-1;,Time,0,0
HardCap IntMin AddOn1,2536,7,5307500,0,0,2536:>=:-99999999:::;,7,5307500,0,0,,,Time,0,0
HardCap IntMin AddOn2,2537,368,50806400,0,0,2537:>=:-99999999:::;,368,50806400,0,0,,,Time,0,0
HardCap IntMin AddOn3,2538,583,189878400,1,0,2538:>=:-99999999:::;,583,189878400,1,0,,Balance_Type match condition failed-1;,Time,0,0
